,,,,,,,,,,10684,,MW capacity:,27407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reg_no,ref_no,company,site_location,subsite_name,county,mfg_date,original_permit_date,latest_permit_date,date_notes,quantity,capacity_bhp,capacity_kWe,total_capacity_kWe,manufacturer,model,equipment_type,tier,SCR,NOx_g_per_kWh,PM_g_per_kWh,NOx_lb_per_hr,CO_lb_per_hr,VOC_lb_per_hr,PM_lb_per_hr,SO2_lb_per_hr,NOx_uncontrolled_lb_per_hr,CO_uncontrolled_lb_per_hr,VOC_uncontrolled_lb_per_hr,PM_uncontrolled_lb_per_hr,NOx_controls,PM_controls,CO_controls,add_on_control,fuel_type,fuel_spec_raw,max_sulfur_wt_pct,fuel_throughput_limit_raw,operating_hr_per_year,possible_issues,additional_notes,transitory,exempt_from_permitting,
74141,Gen01,"QTS Investment Properties Ashburn, LLC","22271 Broderick Drive; 22280 Randolph Drive Sterling, VA 20164 ",DC1 and DC2,Loudoun,,3/9/2018,6/10/2025,,1,,550,550,Rolls Royce,MTU 12V1600G70S,emergency diesel genset,Tier 2,FALSE,8.96,0.16,10.86,1.14,0.38,0.19,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,100,,,FALSE,FALSE,
74141,Gen02 - Gen20,"QTS Investment Properties Ashburn, LLC","22271 Broderick Drive; 22280 Randolph Drive Sterling, VA 20164 ",DC1 and DC2,Loudoun,,3/9/2018,6/10/2025,,19,,3000,57000,Rolls Royce,MTU 20V4000G83L 6 ECT,emergency diesel genset,Tier 2,FALSE,8.52,0.14,56.34,8.45,2.12,0.94,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,100,,,FALSE,FALSE,
74147,EG-1 through EG-8,"Equinix, LLC","21830 Uunet Way Ashburn, VA 20147",,Loudoun,,12/21/2005,2/26/2020,,8,,2000,16000,Cummins,QSK60-G6,emergency diesel genset,Tier 2,FALSE,8.04,,35.43,8.37,2.58,,,,,,,Onan's low emission version,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,150,,,FALSE,FALSE,
74150,"1, 2, 12, 17, 18, 19, and 36","Amazon Data Services, Inc.","20945 & 20935 Loudoun County Parkway Ashburn, VA 20147",IAD-114 and IAD-115,Loudoun,,8/27/2024,8/27/2024,,7,,2500,17500,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.72,0.07,48.06,6.09,1.21,0.4,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74150,3 through 11 and 13 through 16,"Amazon Data Services, Inc.","20945 & 20935 Loudoun County Parkway Ashburn, VA 20147",IAD-114 and IAD-115,Loudoun,,4/24/2018,8/27/2024,,13,,2500,32500,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.72,0.07,48.06,6.09,1.21,0.4,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74150,20 through 35,"Amazon Data Services, Inc.","20945 & 20935 Loudoun County Parkway Ashburn, VA 20147",IAD-114 and IAD-115,Loudoun,,4/24/2018,8/27/2024,,16,,2500,40000,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.72,0.07,48.06,6.09,1.21,0.4,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74150,T1 through T4,"Amazon Data Services, Inc.","20945 & 20935 Loudoun County Parkway Ashburn, VA 20147",IAD-114 and IAD-115,Loudoun,,4/24/2018,8/27/2024,,4,,2000,8000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.81,0.13,38.85,4.04,1.13,0.57,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74152,Group 1 EG1 through EG8 and EG10 through EG15,"Wheeler Survey Company, LLC","24400 Howling Rooster Ln Sterling, VA 20166",,Loudoun,,9/13/2018,1/30/2024,,14,,2750,38500,Rolls Royce,MTU 20V4000G83L,emergency diesel genset,Tier 2,FALSE,8.76,0.26,53.1,9.3,3.4,1.6,,,,,,"electronic fuel injection, turbocharged engine, aftercooler and low NOX emission package",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74152,Group 2 EG16 through EG18,"Wheeler Survey Company, LLC","24400 Howling Rooster Ln Sterling, VA 20166",,Loudoun,,9/13/2018,1/30/2024,,3,,1750,5250,Rolls Royce,MTU 12V4000G83,emergency diesel genset,Tier 2,FALSE,8.73,0.52,33.7,6.33,3.1,2,,,,,,"electronic fuel injection, turbocharged engine, aftercooler and low NOX emission package",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74152,Group 3 EG19 through EG86,"Wheeler Survey Company, LLC","24400 Howling Rooster Ln Sterling, VA 20166",,Loudoun,,5/4/2021,1/30/2024,,68,,2750,187000,Caterpillar,3516E,emergency diesel genset,Tier 2,FALSE,8.73,0.14,52.91,10.22,0.89,0.85,,,,,,"electronic fuel injection, turbocharged engine, aftercooler and low NOX emission package",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74152,Group 4 EG87 through,"Wheeler Survey Company, LLC","24400 Howling Rooster Ln Sterling, VA 20166",,Loudoun,,5/4/2021,1/30/2024,,20,,1750,35000,Caterpillar,3512C,emergency diesel genset,Tier 2,FALSE,8.86,0.14,34.18,5.88,0.89,0.54,,,,,,"electronic fuel injection, turbocharged engine, aftercooler and low NOX emission package",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74152,EG107,"Wheeler Survey Company, LLC","24400 Howling Rooster Ln Sterling, VA 20166",,Loudoun,,5/4/2021,1/30/2024,,1,,250,250,TBD Tier 3,TBD Tier 3,emergency diesel genset,Tier 3,FALSE,11.99,0.69,6.61,6.21,0.53,0.38,,,,,,"electronic fuel injection, turbocharged engine, aftercooler and low NOX emission package",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,100,,,FALSE,FALSE,
74153,"12 – 14, 17 – 19, 23, and 40","Amazon Data Services, Inc.","22945, 22868, and 23005 International Drive Sterling, VA 20166","IAD-144, IAD-145, and IAD-175",Loudoun,,6/21/2024,6/21/2024,,8,,2500,20000,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.72,0.07,48.06,6.09,1.21,0.4,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The emergency diesel engine gen-sets (Ref. Nos. 1 through 56 and T1 through T3) combined shall consume no more than 683,532 gallons of diesel fuel oil per year",,,,FALSE,FALSE,
74153,"1 – 11, 15, 16, 20 – 22, and 24 – 39","Amazon Data Services, Inc.","22945, 22868, and 23005 International Drive Sterling, VA 20166","IAD-144, IAD-145, and IAD-175",Loudoun,,4/18/2018,6/21/2024,,32,,2500,80000,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.72,0.07,48.06,6.09,1.21,0.4,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The emergency diesel engine gen-sets (Ref. Nos. 1 through 56 and T1 through T3) combined shall consume no more than 683,532 gallons of diesel fuel oil per year",,,,FALSE,FALSE,
74153,T1,"Amazon Data Services, Inc.","22945, 22868, and 23005 International Drive Sterling, VA 20166","IAD-144, IAD-145, and IAD-175",Loudoun,,4/18/2018,6/21/2024,,1,,2000,2000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.81,0.13,38.85,4.04,1.13,0.57,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The emergency diesel engine gen-sets (Ref. Nos. 1 through 56 and T1 through T3) combined shall consume no more than 683,532 gallons of diesel fuel oil per year",,,,TRUE,FALSE,
74153,41 – 56,"Amazon Data Services, Inc.","22945, 22868, and 23005 International Drive Sterling, VA 20166","IAD-144, IAD-145, and IAD-175",Loudoun,,2/9/2021,6/21/2024,,16,,2500,40000,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.72,0.07,48.06,6.09,1.21,0.4,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The emergency diesel engine gen-sets (Ref. Nos. 1 through 56 and T1 through T3) combined shall consume no more than 683,532 gallons of diesel fuel oil per year",,,,FALSE,FALSE,
74153,T2-T3,"Amazon Data Services, Inc.","22945, 22868, and 23005 International Drive Sterling, VA 20166","IAD-144, IAD-145, and IAD-175",Loudoun,,2/9/2021,6/21/2024,,2,,2000,4000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.81,0.13,38.85,3.95,1.13,0.57,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The emergency diesel engine gen-sets (Ref. Nos. 1 through 56 and T1 through T3) combined shall consume no more than 683,532 gallons of diesel fuel oil per year",,,,TRUE,FALSE,
74154,EG-74 through EG-80,Aerospace Data Facility – East,"7900 Telegraph Road Fort Belvoir, VA 22060-5928",Aerospace Data Facility – East,Fairfax,,2/21/2023,2/21/2023,,7,,2725,19075,Caterpillar,C175-16,non-emergency diesel genset,Tier 4,TRUE,1.09,0.03,6.55,0.97,0.42,0.17,,57.42,,,,closed loop SCR,,DOC,"closed loop SCR, DOC",diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,57.42 lb/hr NOx emission limit without SCR operating. Hourly limits: Combined 200 hr/yr w/o scr and 1800 hr/yr with SCR,FALSE,FALSE,
74154,EG-70 through EG-73,Aerospace Data Facility – East,"7900 Telegraph Road Fort Belvoir, VA 22060-5928",Aerospace Data Facility – East,Fairfax,,7/1/2002,2/21/2023,,4,,1620,6480,Caterpillar,3516B,emergency diesel genset,Tier 2,FALSE,9.58,0.22,34.2,2.9,1.2,0.8,,,,,,,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74154,EG-13 through EG-22,Aerospace Data Facility – East,"7900 Telegraph Road Fort Belvoir, VA 22060-5928",Aerospace Data Facility – East,Fairfax,,4/20/1995,2/21/2023,,10,,1500,15000,Caterpillar,3516,emergency diesel genset,Tier 1,FALSE,15.48,0.51,51.2,12.4,1.5,1.7,,,,,,fuel injection set at three degrees retarded timing,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74155,"93 through 97, 108 through 120, 122, 129 through 136, and 301 through 348",Iskandar Ventures LLC (LC1A) Jamshid Ventures LLC (LC1B) Kaveh Ventures LLC (LC2) Lohrasp Ventures LLC (LC3),"LC1A - 21955 Loudoun County Parkway LC1B - 21955 Loudoun County Parkway LC2 - 44621 Waxpool Road LC3 - 44631 Waxpool Road Ashburn, VA 20147","LC1A, LC1B, LC2, LC3",Loudoun,,9/15/2023,2/12/2025,,75,,3000,225000,Caterpillar,C175-16,non-emergency diesel genset,Tier 4,TRUE,0.57,0.23,3.77,6.05,2.31,1.5,,58.02,,,,closed loop SCR,,DOC,"closed loop SCR, DOC",diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The seventy-five (75) non-emergency diesel engine gen-sets (Ref. Nos. 93 through 97, 108 through 120, 122, 129 through 136, and 301 through 348) combined shall consume no more than 79,142 gallons of diesel fuel oil per year when emissions are uncontrolled, calculated daily as the sum of each consecutive 365-day period (all uses); and b. The seventy-five (75) non-emergency diesel engine gen-sets (Ref. Nos. 93 through 97, 108 through 120, 122, 129 through 136, and 301 through 348) combined shall consume no more than 309,148 gallons of diesel fuel oil per year when emissions are controlled with SCR, calculated daily as the sum of each consecutive 365-day period (all uses).",500,"The permit classifies these as ""non-emergency"", which should mean they meet Tier 4 standards. However, there are no PM controls and the PM emissions appear too high to meet Tier 4.",58.02 lb/hr NOx emission limit without SCR operating.,FALSE,FALSE,
74155,1 through 88,Iskandar Ventures LLC (LC1A) Jamshid Ventures LLC (LC1B) Kaveh Ventures LLC (LC2) Lohrasp Ventures LLC (LC3),"LC1A - 21955 Loudoun County Parkway LC1B - 21955 Loudoun County Parkway LC2 - 44621 Waxpool Road LC3 - 44631 Waxpool Road Ashburn, VA 20147","LC1A, LC1B, LC2, LC3",Loudoun,,9/26/2018,2/12/2025,,88,,3000,264000,Caterpillar,C175-16,emergency diesel genset,Tier 2,FALSE,8.85,0.12,58.51,14.31,2.31,0.78,,,,,,,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The one hundred fifteen (115) emergency diesel engine gen-sets (Ref. Nos. 1 through 92, 98 through 107, 121, 123 through 128, and 137 through 142) combined shall consume no more than 593,162 gallons of diesel fuel oil per year, calculated daily as the sum of each consecutive 365-day period (all uses).",500,,,FALSE,FALSE,
74155,"89 through 92, 98 through 107, 121, 123 through 128, and 137 through 142",Iskandar Ventures LLC (LC1A) Jamshid Ventures LLC (LC1B) Kaveh Ventures LLC (LC2) Lohrasp Ventures LLC (LC3),"LC1A - 21955 Loudoun County Parkway LC1B - 21955 Loudoun County Parkway LC2 - 44621 Waxpool Road LC3 - 44631 Waxpool Road Ashburn, VA 20147","LC1A, LC1B, LC2, LC3",Loudoun,,3/1/2019,2/12/2025,,27,,3000,81000,Caterpillar,C175-16,emergency diesel genset,Tier 2,FALSE,8.85,0.12,58.51,14.31,2.31,0.78,,,,,,"electronic fuel injection, turbocharged engines, and aftercoolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The one hundred fifteen (115) emergency diesel engine gen-sets (Ref. Nos. 1 through 92, 98 through 107, 121, 123 through 128, and 137 through 142) combined shall consume no more than 593,162 gallons of diesel fuel oil per year, calculated daily as the sum of each consecutive 365-day period (all uses).",500,,,FALSE,FALSE,
74156,"A-1-a,b,c,d and A-2-e, f, g &i B-1-a, b, c, d, and B-1-i, B-2 e, f, g, h and B 2-n","Sentinel Ashburn, LLC","22260 Cloud Plaza Sterling, VA 20166",,Loudoun,,11/8/2018,11/8/2018,,18,,3000,54000,Rolls Royce,MTU 20V4000 DS3000,emergency diesel genset,Tier 2,FALSE,10.12,0.17,66.96,10,2.12,1.1,,,,,,electronic fuel injection and charge air coolers,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,135,,,FALSE,FALSE,
74156,"A-1-j, A-2-k, A-2-m, and B-1-j, B-2-k, B-2-m","Sentinel Ashburn, LLC","22260 Cloud Plaza Sterling, VA 20166",,Loudoun,,11/8/2018,11/8/2018,,6,,2000,12000,Rolls Royce,MTU 16V4000 DS2000,emergency diesel genset,Tier 1,FALSE,22.38,0.38,98.67,14.19,2.94,1.66,,,,,,electronic fuel injection and charge air coolers,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,135,,,FALSE,FALSE,
74160,IADI-II-12-Gen-3A through IADI-II-12-Gen-3E,"Compass Datacenters, LLC","42255, 42254, 42311 and 42310 Thunderball Drive Leesburg, Virginia",,Loudoun,,1/20/2023,1/20/2023,,5,,2000,10000,Cummins,QSK60-G15,emergency diesel genset,Tier 2,FALSE,8.62,0.25,38,6.49,1.35,1.11,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74160,IADI-I-1-Gen-1A through IADI-I-1-Gen-2C; IADI-I-2-Gen-1A through IADI-I-2-Gen-2C; IADI-I-3-Gen-1A through IADI-I-3-Gen-2C; IADI-I-4-Gen-1A through IADI-I-4-Gen-2C; IADI-I-5-Gen-1A through IADI-I-5-Gen-3C; IADI-I-6-Gen-1A through IADI-I-6-Gen-2C; IADI-II-7-Gen-1A through IADI-II-7-Gen-2C; IADI-II-8-Gen-1A through IADI-II-8-Gen-2C; IADI-II-9-Gen-1A through IADI-II-9-Gen-2C; IADI-II-10-Gen-1A through IADI-II-10-Gen-2C; IADI-II-11-Gen-1A through IADI-II-11-Gen-2C; IADI-II-12-Gen-1A through IADI-II-12-Gen-2C,"Compass Datacenters, LLC","42255, 42254, 42311 and 42310 Thunderball Drive Leesburg, Virginia",,Loudoun,,9/12/2018,1/20/2023,,75,,2000,150000,Cummins,2000DQKAB,emergency diesel genset,Tier 2,FALSE,8.76,,38.61,1.62,1.78,,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,"Emissions limits not provided, so these are taken from Reg. No 73954 with the same Cummins model",FALSE,FALSE,
74161,Gen54,"QTS Investment Properties Manassas, LLC","9400, 9420, 9480, and 9540 Godwin Drive; 10680 University Blvd; and 9301 Freedom Center Blvd Manassas, VA 20110",,Prince William,,10/1/2024,10/1/2024,,1,,1250,1250,Caterpillar,C32,emergency diesel genset,Tier 2,FALSE,8.74,0.1,24.09,2.1,0.4,0.27,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The emergency diesel engine gen-sets (Ref. Nos. Gen01 – Gen52 and Gen54 – Gen159), combined, shall consume no more than 677,594 gallons of diesel fuel oil per year, calculated daily as the sum of each consecutive 365-day period for all purposes (as provided in Condition 6).",500,,,FALSE,FALSE,
74161,Gen01 – Gen20,"QTS Investment Properties Manassas, LLC","9400, 9420, 9480, and 9540 Godwin Drive; 10680 University Blvd; and 9301 Freedom Center Blvd Manassas, VA 20111",,Prince William,,12/7/2018,10/1/2024,,20,,2250,45000,Rolls Royce,MTU 16V4000G83L,emergency diesel genset,Tier 2,FALSE,8.67,0.15,43,6.6,1.32,0.73,,,,,,electronic fuel injection and after cooled engines,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The emergency diesel engine gen-sets (Ref. Nos. Gen01 – Gen52 and Gen54 – Gen159), combined, shall consume no more than 677,594 gallons of diesel fuel oil per year, calculated daily as the sum of each consecutive 365-day period for all purposes (as provided in Condition 6).",500,,,FALSE,FALSE,
74161,Gen21 – Gen52,"QTS Investment Properties Manassas, LLC","9400, 9420, 9480, and 9540 Godwin Drive; 10680 University Blvd; and 9301 Freedom Center Blvd Manassas, VA 20112",,Prince William,,4/26/2021,10/1/2024,,32,,2500,80000,Rolls Royce,MTU 20V4000G64S,emergency diesel genset,Tier 2,FALSE,8.82,0.2,48.6,11.84,2.27,1.12,,,,,,electronic fuel injection and after cooled engines,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The emergency diesel engine gen-sets (Ref. Nos. Gen01 – Gen52 and Gen54 – Gen159), combined, shall consume no more than 677,594 gallons of diesel fuel oil per year, calculated daily as the sum of each consecutive 365-day period for all purposes (as provided in Condition 6).",500,,,FALSE,FALSE,
74161,Gen53,"QTS Investment Properties Manassas, LLC","9400, 9420, 9480, and 9540 Godwin Drive; 10680 University Blvd; and 9301 Freedom Center Blvd Manassas, VA 20113",,Prince William,,4/26/2021,10/1/2024,,1,,1750,1750,Rolls Royce,MTU 12V4000G24S,emergency diesel genset,Tier 2,FALSE,8.78,0.12,33.88,5.53,1.37,0.46,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The emergency diesel engine gen-set (Ref. No. Gen53) shall consume no more than 2,772 gallons of diesel fuel oil per year, calculated daily as the sum of each consecutive 365-day period for all purposes (as provided in Condition 6).",500,,,FALSE,FALSE,
74161,Gen55 – Gen159,"QTS Investment Properties Manassas, LLC","9400, 9420, 9480, and 9540 Godwin Drive; 10680 University Blvd; and 9301 Freedom Center Blvd Manassas, VA 20114",,Prince William,,11/14/2022,10/1/2024,,105,,2250,236250,Rolls Royce,MTU 16V4000G84S,emergency diesel genset,Tier 2,FALSE,8.94,0.19,44.35,9.37,2.2,0.92,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The emergency diesel engine gen-sets (Ref. Nos. Gen01 – Gen52 and Gen54 – Gen159), combined, shall consume no more than 677,594 gallons of diesel fuel oil per year, calculated daily as the sum of each consecutive 365-day period for all purposes (as provided in Condition 6).",500,Different sized engine may be selected upon final installation,MTU Model 16V4000G84S and/or Caterpillar 3516C with 2250 kWe or 2500 kWe capacity,FALSE,FALSE,
74162,EG-75 through EG-123,"Vantage Data Centers, LLC","45194 Vantage Data Plaza Sterling, VA 20166",,Loudoun,,4/20/2022,4/20/2022,,49,,2750,134750,Caterpillar,3516E,emergency diesel genset,Tier 2,FALSE,8.82,0.17,53.48,10.34,1.25,1.01,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"The one-hundred -twenty-one (121) emergency diesel engine gen-sets (Ref. Nos. EG-1 through EG-4 and EG-7 through EG-123) combined shall: Consume no more than 618,474 gallons of diesel fuel oil per year",500,,,FALSE,FALSE,
